2025-11-06 19:59:00 | INFO | === 运行消融实验: no_pos_enc ===
2025-11-06 19:59:00 | INFO | [no_pos_enc] Using device: cuda:0
2025-11-06 19:59:14 | INFO | [no_pos_enc] epoch 1 | train_loss: 7.0833 | val_loss: 6.1252 | time: 13.09s
2025-11-06 19:59:27 | INFO | [no_pos_enc] epoch 2 | train_loss: 5.7532 | val_loss: 5.3749 | time: 12.83s
2025-11-06 19:59:40 | INFO | [no_pos_enc] epoch 3 | train_loss: 5.2792 | val_loss: 5.0920 | time: 12.83s
2025-11-06 19:59:54 | INFO | [no_pos_enc] epoch 4 | train_loss: 5.0649 | val_loss: 4.9555 | time: 14.03s
2025-11-06 20:00:15 | INFO | [no_pos_enc] epoch 5 | train_loss: 4.9420 | val_loss: 4.8713 | time: 21.11s
2025-11-06 20:00:28 | INFO | [no_pos_enc] epoch 6 | train_loss: 4.8559 | val_loss: 4.8131 | time: 13.13s
2025-11-06 20:00:41 | INFO | [no_pos_enc] epoch 7 | train_loss: 4.7901 | val_loss: 4.7567 | time: 13.31s
2025-11-06 20:00:54 | INFO | [no_pos_enc] epoch 8 | train_loss: 4.7344 | val_loss: 4.7044 | time: 12.92s
2025-11-06 20:01:15 | INFO | [no_pos_enc] epoch 9 | train_loss: 4.6722 | val_loss: 4.6683 | time: 20.39s
2025-11-06 20:01:27 | INFO | [no_pos_enc] epoch 10 | train_loss: 4.6205 | val_loss: 4.6358 | time: 12.78s
2025-11-06 20:01:40 | INFO | [no_pos_enc] epoch 11 | train_loss: 4.5784 | val_loss: 4.6081 | time: 12.82s
2025-11-06 20:01:53 | INFO | [no_pos_enc] epoch 12 | train_loss: 4.5429 | val_loss: 4.5840 | time: 12.95s
2025-11-06 20:02:07 | INFO | [no_pos_enc] epoch 13 | train_loss: 4.5120 | val_loss: 4.5665 | time: 13.33s
2025-11-06 20:02:20 | INFO | [no_pos_enc] epoch 14 | train_loss: 4.4852 | val_loss: 4.5551 | time: 13.12s
2025-11-06 20:02:37 | INFO | [no_pos_enc] epoch 15 | train_loss: 4.4619 | val_loss: 4.5390 | time: 16.72s
2025-11-06 20:03:00 | INFO | [no_pos_enc] epoch 16 | train_loss: 4.4406 | val_loss: 4.5269 | time: 23.79s
2025-11-06 20:03:24 | INFO | [no_pos_enc] epoch 17 | train_loss: 4.4220 | val_loss: 4.5167 | time: 23.40s
2025-11-06 20:03:47 | INFO | [no_pos_enc] epoch 18 | train_loss: 4.4026 | val_loss: 4.5057 | time: 23.17s
2025-11-06 20:04:07 | INFO | [no_pos_enc] epoch 19 | train_loss: 4.3866 | val_loss: 4.5004 | time: 20.41s
2025-11-06 20:04:28 | INFO | [no_pos_enc] epoch 20 | train_loss: 4.3728 | val_loss: 4.4932 | time: 20.51s
2025-11-06 20:04:41 | INFO | [no_pos_enc] epoch 21 | train_loss: 4.3591 | val_loss: 4.4878 | time: 12.60s
2025-11-06 20:04:53 | INFO | [no_pos_enc] epoch 22 | train_loss: 4.3467 | val_loss: 4.4798 | time: 12.81s
2025-11-06 20:05:07 | INFO | [no_pos_enc] epoch 23 | train_loss: 4.3328 | val_loss: 4.4741 | time: 13.28s
2025-11-06 20:05:20 | INFO | [no_pos_enc] epoch 24 | train_loss: 4.3221 | val_loss: 4.4734 | time: 13.01s
2025-11-06 20:05:33 | INFO | [no_pos_enc] epoch 25 | train_loss: 4.3124 | val_loss: 4.4692 | time: 12.95s
2025-11-06 20:05:46 | INFO | [no_pos_enc] epoch 26 | train_loss: 4.3023 | val_loss: 4.4647 | time: 13.15s
2025-11-06 20:06:03 | INFO | [no_pos_enc] epoch 27 | train_loss: 4.2923 | val_loss: 4.4622 | time: 16.96s
2025-11-06 20:06:21 | INFO | [no_pos_enc] epoch 28 | train_loss: 4.2842 | val_loss: 4.4585 | time: 18.09s
2025-11-06 20:06:34 | INFO | [no_pos_enc] epoch 29 | train_loss: 4.2763 | val_loss: 4.4553 | time: 13.24s
2025-11-06 20:06:54 | INFO | [no_pos_enc] epoch 30 | train_loss: 4.2683 | val_loss: 4.4541 | time: 19.45s
2025-11-06 20:07:15 | INFO | [no_pos_enc] epoch 31 | train_loss: 4.2594 | val_loss: 4.4538 | time: 21.26s
2025-11-06 20:07:28 | INFO | [no_pos_enc] epoch 32 | train_loss: 4.2530 | val_loss: 4.4488 | time: 12.57s
2025-11-06 20:07:42 | INFO | [no_pos_enc] epoch 33 | train_loss: 4.2458 | val_loss: 4.4505 | time: 14.30s
2025-11-06 20:07:59 | INFO | [no_pos_enc] epoch 34 | train_loss: 4.2389 | val_loss: 4.4458 | time: 16.79s
2025-11-06 20:08:11 | INFO | [no_pos_enc] epoch 35 | train_loss: 4.2317 | val_loss: 4.4434 | time: 12.41s
2025-11-06 20:08:24 | INFO | [no_pos_enc] epoch 36 | train_loss: 4.2277 | val_loss: 4.4391 | time: 12.87s
2025-11-06 20:08:38 | INFO | [no_pos_enc] epoch 37 | train_loss: 4.2207 | val_loss: 4.4386 | time: 13.97s
2025-11-06 20:08:52 | INFO | [no_pos_enc] epoch 38 | train_loss: 4.2147 | val_loss: 4.4403 | time: 14.36s
2025-11-06 20:09:20 | INFO | [no_pos_enc] epoch 39 | train_loss: 4.2100 | val_loss: 4.4352 | time: 27.25s
2025-11-06 20:09:34 | INFO | [no_pos_enc] epoch 40 | train_loss: 4.2045 | val_loss: 4.4337 | time: 14.03s
2025-11-06 20:09:34 | INFO | === 运行消融实验: reduce_layers ===
2025-11-06 20:09:34 | INFO | [reduce_layers] Using device: cuda:0
2025-11-06 20:13:41 | INFO | === 运行消融实验: no_pos_enc ===
2025-11-06 20:13:41 | INFO | [no_pos_enc] Using device: cuda:0
2025-11-06 20:13:54 | INFO | [no_pos_enc] epoch 1 | train_loss: 7.0833 | val_loss: 6.1252 | time: 12.65s
2025-11-06 20:14:07 | INFO | [no_pos_enc] epoch 2 | train_loss: 5.7532 | val_loss: 5.3749 | time: 12.35s
2025-11-06 20:14:19 | INFO | [no_pos_enc] epoch 3 | train_loss: 5.2792 | val_loss: 5.0920 | time: 12.38s
2025-11-06 20:14:32 | INFO | [no_pos_enc] epoch 4 | train_loss: 5.0649 | val_loss: 4.9555 | time: 12.42s
2025-11-06 20:14:44 | INFO | [no_pos_enc] epoch 5 | train_loss: 4.9420 | val_loss: 4.8713 | time: 12.45s
2025-11-06 20:14:57 | INFO | [no_pos_enc] epoch 6 | train_loss: 4.8559 | val_loss: 4.8131 | time: 12.43s
2025-11-06 20:15:09 | INFO | [no_pos_enc] epoch 7 | train_loss: 4.7901 | val_loss: 4.7567 | time: 12.44s
2025-11-06 20:15:21 | INFO | [no_pos_enc] epoch 8 | train_loss: 4.7344 | val_loss: 4.7044 | time: 12.42s
2025-11-06 20:15:34 | INFO | [no_pos_enc] epoch 9 | train_loss: 4.6722 | val_loss: 4.6683 | time: 12.45s
2025-11-06 20:15:53 | INFO | [no_pos_enc] epoch 10 | train_loss: 4.6205 | val_loss: 4.6358 | time: 18.95s
2025-11-06 20:16:06 | INFO | [no_pos_enc] epoch 11 | train_loss: 4.5784 | val_loss: 4.6081 | time: 13.61s
2025-11-06 20:16:26 | INFO | [no_pos_enc] epoch 12 | train_loss: 4.5429 | val_loss: 4.5840 | time: 19.30s
2025-11-06 20:16:43 | INFO | [no_pos_enc] epoch 13 | train_loss: 4.5120 | val_loss: 4.5665 | time: 17.24s
2025-11-06 20:16:58 | INFO | [no_pos_enc] epoch 14 | train_loss: 4.4852 | val_loss: 4.5551 | time: 14.52s
2025-11-06 20:17:25 | INFO | [no_pos_enc] epoch 15 | train_loss: 4.4619 | val_loss: 4.5390 | time: 27.20s
2025-11-06 20:17:37 | INFO | [no_pos_enc] epoch 16 | train_loss: 4.4406 | val_loss: 4.5269 | time: 12.61s
2025-11-06 20:17:54 | INFO | [no_pos_enc] epoch 17 | train_loss: 4.4220 | val_loss: 4.5167 | time: 16.84s
2025-11-06 20:18:11 | INFO | [no_pos_enc] epoch 18 | train_loss: 4.4026 | val_loss: 4.5057 | time: 16.64s
2025-11-06 20:18:35 | INFO | [no_pos_enc] epoch 19 | train_loss: 4.3866 | val_loss: 4.5004 | time: 23.99s
2025-11-06 20:18:48 | INFO | [no_pos_enc] epoch 20 | train_loss: 4.3728 | val_loss: 4.4932 | time: 13.08s
2025-11-06 20:19:01 | INFO | [no_pos_enc] epoch 21 | train_loss: 4.3591 | val_loss: 4.4878 | time: 13.12s
2025-11-06 20:19:19 | INFO | [no_pos_enc] epoch 22 | train_loss: 4.3467 | val_loss: 4.4798 | time: 17.54s
2025-11-06 20:19:38 | INFO | [no_pos_enc] epoch 23 | train_loss: 4.3328 | val_loss: 4.4741 | time: 18.90s
2025-11-06 20:19:57 | INFO | [no_pos_enc] epoch 24 | train_loss: 4.3221 | val_loss: 4.4734 | time: 18.89s
2025-11-06 20:20:15 | INFO | [no_pos_enc] epoch 25 | train_loss: 4.3124 | val_loss: 4.4692 | time: 18.66s
2025-11-06 20:20:35 | INFO | [no_pos_enc] epoch 26 | train_loss: 4.3023 | val_loss: 4.4647 | time: 19.78s
2025-11-06 20:20:54 | INFO | [no_pos_enc] epoch 27 | train_loss: 4.2923 | val_loss: 4.4622 | time: 19.02s
2025-11-06 20:21:13 | INFO | [no_pos_enc] epoch 28 | train_loss: 4.2842 | val_loss: 4.4585 | time: 18.93s
2025-11-06 20:21:32 | INFO | [no_pos_enc] epoch 29 | train_loss: 4.2763 | val_loss: 4.4553 | time: 18.88s
2025-11-06 20:21:51 | INFO | [no_pos_enc] epoch 30 | train_loss: 4.2683 | val_loss: 4.4541 | time: 18.92s
2025-11-06 20:22:10 | INFO | [no_pos_enc] epoch 31 | train_loss: 4.2594 | val_loss: 4.4538 | time: 18.93s
2025-11-06 20:22:29 | INFO | [no_pos_enc] epoch 32 | train_loss: 4.2530 | val_loss: 4.4488 | time: 19.37s
2025-11-06 20:22:46 | INFO | [no_pos_enc] epoch 33 | train_loss: 4.2458 | val_loss: 4.4505 | time: 17.13s
2025-11-06 20:23:01 | INFO | [no_pos_enc] epoch 34 | train_loss: 4.2389 | val_loss: 4.4458 | time: 14.86s
2025-11-06 20:23:14 | INFO | [no_pos_enc] epoch 35 | train_loss: 4.2317 | val_loss: 4.4434 | time: 13.12s
2025-11-06 20:23:29 | INFO | [no_pos_enc] epoch 36 | train_loss: 4.2277 | val_loss: 4.4391 | time: 14.76s
2025-11-06 20:23:43 | INFO | [no_pos_enc] epoch 37 | train_loss: 4.2207 | val_loss: 4.4386 | time: 13.38s
2025-11-06 20:23:57 | INFO | [no_pos_enc] epoch 38 | train_loss: 4.2147 | val_loss: 4.4403 | time: 13.98s
2025-11-06 20:24:11 | INFO | [no_pos_enc] epoch 39 | train_loss: 4.2100 | val_loss: 4.4352 | time: 14.22s
2025-11-06 20:24:31 | INFO | [no_pos_enc] epoch 40 | train_loss: 4.2045 | val_loss: 4.4337 | time: 20.28s
2025-11-06 20:24:32 | INFO | === 运行消融实验: reduce_layers ===
2025-11-06 20:24:32 | INFO | [reduce_layers] Using device: cuda:0
2025-11-06 20:29:03 | INFO | === 运行消融实验: no_pos_enc ===
2025-11-06 20:29:03 | INFO | [no_pos_enc] Using device: cuda:0
2025-11-06 20:29:26 | INFO | [no_pos_enc] epoch 1 | train_loss: 7.0833 | val_loss: 6.1252 | time: 20.47s
2025-11-06 20:29:40 | INFO | [no_pos_enc] epoch 2 | train_loss: 5.7532 | val_loss: 5.3749 | time: 14.14s
2025-11-06 20:29:57 | INFO | [no_pos_enc] epoch 3 | train_loss: 5.2792 | val_loss: 5.0920 | time: 17.67s
2025-11-06 20:30:17 | INFO | [no_pos_enc] epoch 4 | train_loss: 5.0649 | val_loss: 4.9555 | time: 19.57s
2025-11-06 20:30:35 | INFO | [no_pos_enc] epoch 5 | train_loss: 4.9420 | val_loss: 4.8713 | time: 18.02s
2025-11-06 20:30:55 | INFO | [no_pos_enc] epoch 6 | train_loss: 4.8559 | val_loss: 4.8131 | time: 20.17s
2025-11-06 20:31:16 | INFO | [no_pos_enc] epoch 7 | train_loss: 4.7901 | val_loss: 4.7567 | time: 20.81s
2025-11-06 20:31:35 | INFO | [no_pos_enc] epoch 8 | train_loss: 4.7344 | val_loss: 4.7044 | time: 19.35s
2025-11-06 20:31:55 | INFO | [no_pos_enc] epoch 9 | train_loss: 4.6722 | val_loss: 4.6683 | time: 20.03s
2025-11-06 20:32:23 | INFO | [no_pos_enc] epoch 10 | train_loss: 4.6205 | val_loss: 4.6358 | time: 27.83s
2025-11-06 20:32:51 | INFO | [no_pos_enc] epoch 11 | train_loss: 4.5784 | val_loss: 4.6081 | time: 27.55s
2025-11-06 20:33:20 | INFO | [no_pos_enc] epoch 12 | train_loss: 4.5429 | val_loss: 4.5840 | time: 28.82s
2025-11-06 20:33:49 | INFO | [no_pos_enc] epoch 13 | train_loss: 4.5120 | val_loss: 4.5665 | time: 29.10s
